Date,City_Country,State,Country,Latitude,Longitude,Tour,Encores_Count,Set_Length,Kill_Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,1 Track,2 Track,3 Track,4 Track,5 Track,6 Track,7 Track,8 Track,9 Track,10 Track,11 Track,12 Track,13 Track,14 Track,15 Track,16 Track,17 Track,18 Track,19 Track,20 Track,21 Track,22 Track,Last_track_Set,1 Encore,2 Encore,3 Encore,4 Encore,Last_track_Encore
04.06.2009,Mexico City,,Mexico,19.4326077,-99.133208,World Magnetic,1,18,0,1,1,2,5,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Holier Than Thou,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
17.05.2009,Cologne,,Germany,50.937531,6.9602786,World Magnetic,1,18,0,1,1,3,3,1,0,0,0,6,0,That Was Just Your Life,The End of the Line,...And Justice for All,King Nothing,Fade to Black,Broken,Beat & Scarred,My Apocalypse,Sad But True,One,The Judas Kiss,The Day That Never Comes,Master of Puppets,Dyers Eve,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
16.05.2009,Oberhausen,,Germany,51.4963341,6.8637765,World Magnetic,1,18,0,1,3,1,3,1,0,0,0,6,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,Disposable Heroes,One,Broken,Beat & Scarred,Cyanide,Sad But True,Bleeding Me,All Nightmare Long,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
14.05.2009,Vienna,,Austria,48.2081743,16.3738189,World Magnetic,1,18,0,1,1,2,4,0,0,1,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,Of Wolf and Man,One,Broken,Beat & Scarred,Cyanide,Sad But True,Turn the Page,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
12.05.2009,Hamburg,,Germany,53.5510846,9.9936819,World Magnetic,1,18,0,0,3,2,3,0,1,0,0,6,0,That Was Just Your Life,The End of the Line,Leper Messiah,The Memory Remains,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),The Judas Kiss,The Day That Never Comes,Master of Puppets,Dyers Eve,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
11.05.2009,Frankfurt,,Germany,50.1109221,8.6821267,World Magnetic,1,18,1,0,1,2,4,1,0,0,0,6,0,That Was Just Your Life,The End of the Line,No Remorse,Holier Than Thou,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,The Outlaw Torn,All Nightmare Long,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
09.05.2009,Stuttgart,,Germany,48.7758459,9.1829321,World Magnetic,1,18,0,1,2,1,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Wherever I May Roam,One,Broken,Beat & Scarred,Cyanide,Sad But True,No Leaf Clover,The Judas Kiss,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
07.05.2009,Leipzig,,Germany,51.3396955,12.3730747,World Magnetic,1,18,0,2,1,1,3,0,1,1,0,6,0,That Was Just Your Life,The End of the Line,Ride the Lightning,Fuel,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,Turn the Page,The Judas Kiss,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
06.05.2009,Munich,,Germany,48.1351253,11.5819805,World Magnetic,1,18,1,0,2,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,The Four Horsemen,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
04.05.2009,Stockholm,,Sweden,59.3293235,18.0685808,World Magnetic,1,18,0,1,2,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,Holier Than Thou,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,Welcome Home (Sanitarium),The Judas Kiss,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
04.04.2009,Cleveland,Ohio,United States,41.49932,-81.6943605,,1,3,0,0,1,0,1,0,0,0,0,0,0,Master of Puppets,Enter Sandman,,,,,,,,,,,,,,,,,,,,,,,,,,The Train Kept-A-Rollin
02.04.2009,Paris,,France,48.856614,2.3522219,World Magnetic,1,18,1,1,1,1,4,1,0,0,0,6,0,That Was Just Your Life,The End of the Line,The Four Horsemen,Holier Than Thou,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,Bleeding Me,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
01.04.2009,Paris,,France,48.856614,2.3522219,World Magnetic,1,18,0,0,3,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,Disposable Heroes,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,The Judas Kiss,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
30.03.2009,Rotterdam,,Netherlands,51.9244201,4.4777326,World Magnetic,1,18,1,1,2,1,3,0,0,1,0,6,0,That Was Just Your Life,The End of the Line,No Remorse,The Thing That Should Not Be,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,Turn the Page,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
28.03.2009,London,,England,51.5073509,-0.1277583,World Magnetic,1,18,0,1,1,3,3,1,0,0,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,...And Justice for All,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,The Outlaw Torn,The Judas Kiss,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
26.03.2009,Glasgow,,Scotland,55.864237,-4.251806,World Magnetic,1,18,0,2,1,1,4,0,0,1,0,6,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,Of Wolf and Man,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,Turn the Page,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
25.03.2009,Birmingham,,England,52.486243,-1.890401,World Magnetic,1,18,0,2,2,2,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Ride the Lightning,One,Broken,Beat & Scarred,My Apocalypse,Sad But True,Welcome Home (Sanitarium),The Judas Kiss,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
20.03.2009,Austin,Texas,United States,30.267153,-97.7430608,,1,13,0,2,2,3,1,0,0,0,0,2,0,Creeping Death,For Whom the Bell Tolls,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),Master of Puppets,Blackened,,,,,,,,,,,,,,,,,Seek and Destroy
08.03.2009,Stockholm,,Sweden,59.3293235,18.0685808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.03.2009,Stockholm,,Sweden,59.3293235,18.0685808,World Magnetic,1,18,1,1,1,2,3,0,0,1,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,No Remorse,One,Broken,Beat & Scarred,Cyanide,Sad But True,Turn the Page,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
05.03.2009,Antwerp,,Belgium,51.2194475,4.4024643,World Magnetic,1,18,0,1,2,1,4,0,0,1,0,6,0,That Was Just Your Life,The End of the Line,Leper Messiah,Holier Than Thou,One,Broken,Beat & Scarred,Cyanide,Sad But True,Turn the Page,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
03.03.2009,Newcastle,,England,54.978252,-1.61778,World Magnetic,1,18,1,0,1,3,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,No Remorse,One,Broken,Beat & Scarred,Cyanide,Sad But True,No Leaf Clover,The Judas Kiss,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
02.03.2009,London,,England,51.5073509,-0.1277583,World Magnetic,1,18,0,1,2,1,4,0,0,1,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Holier Than Thou,One,Broken,Beat & Scarred,Cyanide,Sad But True,Turn the Page,All Nightmare Long,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
28.02.2009,Sheffield,,England,53.381129,-1.470085,World Magnetic,1,18,0,1,2,1,4,0,1,0,0,6,0,That Was Just Your Life,The End of the Line,Ride the Lightning,The Memory Remains,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
26.02.2009,Manchester,,England,53.4807593,-2.2426305,World Magnetic,1,18,0,1,1,2,4,0,0,1,0,6,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,Wherever I May Roam,One,Broken,Beat & Scarred,Cyanide,Sad But True,Turn the Page,The Judas Kiss,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
25.02.2009,Nottingham,,England,52.9547832,-1.1581086,World Magnetic,1,18,1,1,2,1,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,The Four Horsemen,Leper Messiah,One,Broken,Beat & Scarred,The Judas Kiss,Sad But True,No Leaf Clover,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
01.02.2009,Newark,New Jersey,United States,40.735657,-74.1723667,World Magnetic,1,18,0,1,2,3,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),All Nightmare Long,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
31.01.2009,Newark,New Jersey,United States,40.735657,-74.1723667,World Magnetic,1,18,0,2,2,2,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Ride the Lightning,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,...And Justice for All,All Nightmare Long,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
29.01.2009,Uniondale,New York,United States,40.7003793,-73.5929056,World Magnetic,1,18,0,1,3,1,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,The Thing That Should Not Be,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
27.01.2009,Chicago,Illinois,United States,41.8781136,-87.6297982,World Magnetic,1,18,0,2,2,2,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
26.01.2009,Chicago,Illinois,United States,41.8781136,-87.6297982,World Magnetic,1,18,0,2,1,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Ride the Lightning,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,All Nightmare Long,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
18.01.2009,Boston,Massachusetts,United States,42.3600825,-71.0588801,World Magnetic,1,18,0,1,2,3,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,...And Justice for All,All Nightmare Long,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
17.01.2009,Philadelphia,Pennsylvania,United States,39.9525839,-75.1652215,World Magnetic,1,18,0,2,1,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Ride the Lightning,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
15.01.2009,Washington,D.C.,United States,38.9071923,-77.0368707,World Magnetic,1,18,1,0,2,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,The Four Horsemen,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,All Nightmare Long,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
13.01.2009,Detroit,Michigan,United States,42.331427,-83.0457538,World Magnetic,1,18,0,2,3,1,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),All Nightmare Long,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
12.01.2009,Milwaukee,Wisconsin,United States,43.0389025,-87.9064736,World Magnetic,1,18,0,2,1,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Ride the Lightning,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
20.12.2008,Oakland,California,United States,37.8043637,-122.2711137,World Magnetic,1,18,0,2,1,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
18.12.2008,Los Angeles,California,United States,34.0522342,-118.2436849,World Magnetic,1,18,1,2,1,1,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,The Four Horsemen,Ride the Lightning,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
17.12.2008,Los Angeles,California,United States,34.0522342,-118.2436849,World Magnetic,1,18,0,1,2,2,4,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
15.12.2008,San Diego,California,United States,32.715738,-117.1610838,World Magnetic,1,18,1,1,1,2,3,0,1,0,0,6,0,That Was Just Your Life,The End of the Line,Ride the Lightning,The Memory Remains,One,Broken,Beat & Scarred,Cyanide,Sad But True,All Nightmare Long,No Remorse,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
13.12.2008,Fresno,California,United States,36.7377981,-119.7871247,World Magnetic,1,18,0,2,1,1,5,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Wherever I May Roam,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
12.12.2008,Ontario,California,United States,34.0633443,-117.6508876,World Magnetic,1,18,0,2,2,2,3,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Ride the Lightning,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),All Nightmare Long,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
07.12.2008,Edmonton,Alberta,Canada,53.544389,-113.4909267,World Magnetic,1,18,0,1,2,1,5,0,0,0,0,6,0,That Was Just Your Life,The End of the Line,Creeping Death,Of Wolf and Man,One,Broken,Beat & Scarred,Cyanide,Sad But True,The Unforgiven,All Nightmare Long,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
05.12.2008,Calgary,Alberta,Canada,51.0486151,-114.0708459,World Magnetic,1,18,0,2,2,1,3,0,1,0,0,6,0,That Was Just Your Life,The End of the Line,Ride the Lightning,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,All Nightmare Long,The Memory Remains,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
04.12.2008,Calgary,Alberta,Canada,51.0486151,-114.0708459,World Magnetic,1,18,0,2,1,3,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,Creeping Death,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Sad But True,...And Justice for All,Wherever I May Roam,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
02.12.2008,Vancouver,British Columbia,Canada,49.2827291,-123.1207375,World Magnetic,1,18,1,2,2,1,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,Ride the Lightning,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,No Remorse,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
01.12.2008,Seattle,Washington,United States,47.6062095,-122.3320708,World Magnetic,1,18,0,1,2,3,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,Creeping Death,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),Wherever I May Roam,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
23.11.2008,New Orleans,Louisiana,United States,29.9510658,-90.0715323,World Magnetic,1,18,0,1,3,1,5,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,Of Wolf and Man,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,The Thing That Should Not Be,The Day That Never Comes,Master of Puppets,Damage,Inc.,Nothing Else Matters,Enter Sandman,,,,,,,,,,,Seek and Destroy
22.11.2008,Little Rock,Arkansas,United States,34.7464809,-92.2895948,World Magnetic,1,18,0,2,2,2,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,Creeping Death,Ride the Lightning,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),Wherever I May Roam,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
20.11.2008,Houston,Texas,United States,29.7604267,-95.3698028,World Magnetic,1,18,1,3,1,1,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,Wherever I May Roam,One,Broken,Beat & Scarred,Cyanide,Sad But True,Fade to Black,The Four Horsemen,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
18.11.2008,Tulsa,Oklahoma,United States,36.1539816,-95.992775,World Magnetic,1,18,1,1,2,2,3,0,1,0,0,5,0,That Was Just Your Life,The End of the Line,Creeping Death,Harvester of Sorrow,One,Broken,Beat & Scarred,Cyanide,Wherever I May Roam,Fuel,No Remorse,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
17.11.2008,St. Louis,Missouri,United States,38.6270025,-90.1994042,World Magnetic,1,18,0,2,2,1,4,0,1,0,0,5,0,That Was Just Your Life,The End of the Line,For Whom the Bell Tolls,The Memory Remains,One,Broken,Beat & Scarred,Cyanide,Sad But True,Welcome Home (Sanitarium),Wherever I May Roam,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
09.11.2008,Columbus,Ohio,United States,39.9611755,-82.9987942,World Magnetic,1,18,0,2,3,1,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,Creeping Death,Ride the Lightning,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,Leper Messiah,The Day That Never Comes,Master of Puppets,Battery,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
08.11.2008,Moline,Illinois,United States,41.5067003,-90.5151342,World Magnetic,1,18,1,1,1,3,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,Harvester of Sorrow,For Whom the Bell Tolls,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,The Four Horsemen,The Day That Never Comes,Master of Puppets,Blackened,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
06.11.2008,Omaha,Nebraska,United States,41.2565369,-95.9345034,World Magnetic,1,18,1,2,2,1,4,0,0,0,0,5,0,That Was Just Your Life,The End of the Line,Creeping Death,The Thing That Should Not Be,One,Broken,Beat & Scarred,Cyanide,Sad But True,Wherever I May Roam,No Remorse,The Day That Never Comes,Master of Puppets,Fight Fire with Fire,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,Seek and Destroy
